Course Name,Course ID,Assignment Name,Link to Assignment
(GEOL 111): File Backup,20676,W01 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576565
(GEOL 111): File Backup,20676,W01 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576563
(GEOL 111): File Backup,20676,W01 GeoJournal: Geology In Your Life,https://byui.instructure.com/courses/20676/assignments/576559
(GEOL 111): File Backup,20676,W01 Quiz: Knowledge Survey,https://byui.instructure.com/courses/20676/assignments/576501
(GEOL 111): File Backup,20676,W01 Activity: Geological Observations,https://byui.instructure.com/courses/20676/assignments/576561
(GEOL 111): File Backup,20676,W01 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576567
(GEOL 111): File Backup,20676,W02 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576573
(GEOL 111): File Backup,20676,W02 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576571
(GEOL 111): File Backup,20676,W02 Group Discussion: Plate Tectonics Experiment,https://byui.instructure.com/courses/20676/assignments/576569
(GEOL 111): File Backup,20676,W02 GeoJournal: Plate Tectonics in the News,https://byui.instructure.com/courses/20676/assignments/576557
(GEOL 111): File Backup,20676,W02 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576555
(GEOL 111): File Backup,20676,W02 Reminder: Discussion Board Replies Copy,https://byui.instructure.com/courses/20676/assignments/576575
(GEOL 111): File Backup,20676,W03 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576581
(GEOL 111): File Backup,20676,W03 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576579
(GEOL 111): File Backup,20676,W03 Group Discussion: Identifying Minerals,https://byui.instructure.com/courses/20676/assignments/576577
(GEOL 111): File Backup,20676,W03 GeoJournal: Is it a Mineral?,https://byui.instructure.com/courses/20676/assignments/576553
(GEOL 111): File Backup,20676,W03 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576551
(GEOL 111): File Backup,20676,W03 Exam 1,https://byui.instructure.com/courses/20676/assignments/576509
(GEOL 111): File Backup,20676,W03 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576583
(GEOL 111): File Backup,20676,W04 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576589
(GEOL 111): File Backup,20676,W04 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576587
(GEOL 111): File Backup,20676,W04 GeoJournal: Volcanic Eruptions,https://byui.instructure.com/courses/20676/assignments/576549
(GEOL 111): File Backup,20676,W04 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576547
(GEOL 111): File Backup,20676,W04 Group Discussion: Volcanos,https://byui.instructure.com/courses/20676/assignments/576585
(GEOL 111): File Backup,20676,W04 Reminder: Discussion Board Replies Copy,https://byui.instructure.com/courses/20676/assignments/576591
(GEOL 111): File Backup,20676,W05 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576597
(GEOL 111): File Backup,20676,W05 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576595
(GEOL 111): File Backup,20676,W05 Group Discussion: Rock Cycle,https://byui.instructure.com/courses/20676/assignments/576593
(GEOL 111): File Backup,20676,W05 GeoJournal: Sedimentary Rocks,https://byui.instructure.com/courses/20676/assignments/576545
(GEOL 111): File Backup,20676,W05 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576543
(GEOL 111): File Backup,20676,W05 Mid-Semester Instructor Feedback,https://byui.instructure.com/courses/20676/assignments/576505
(GEOL 111): File Backup,20676,W05 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576599
(GEOL 111): File Backup,20676,W06 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576605
(GEOL 111): File Backup,20676,W06 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576603
(GEOL 111): File Backup,20676,W06 Group Discussion: Mountain Observations,https://byui.instructure.com/courses/20676/assignments/576601
(GEOL 111): File Backup,20676,W06 GeoJournal: Metamorphic Construction Materials,https://byui.instructure.com/courses/20676/assignments/576541
(GEOL 111): File Backup,20676,W06 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576539
(GEOL 111): File Backup,20676,W06 Exam 2,https://byui.instructure.com/courses/20676/assignments/576499
(GEOL 111): File Backup,20676,W06 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576607
(GEOL 111): File Backup,20676,W07 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576613
(GEOL 111): File Backup,20676,W07 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576611
(GEOL 111): File Backup,20676,W07 Group Discussion: A Geologic Time Scale,https://byui.instructure.com/courses/20676/assignments/576609
(GEOL 111): File Backup,20676,W07 GeoJournal: Science vs. Religion,https://byui.instructure.com/courses/20676/assignments/576537
(GEOL 111): File Backup,20676,W07 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576535
(GEOL 111): File Backup,20676,W07 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576615
(GEOL 111): File Backup,20676,W08 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576621
(GEOL 111): File Backup,20676,W08 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576619
(GEOL 111): File Backup,20676,W08 Group Discussion: Earthquakes,https://byui.instructure.com/courses/20676/assignments/576617
(GEOL 111): File Backup,20676,W08 GeoJournal: Earthquakes in Your Area,https://byui.instructure.com/courses/20676/assignments/576533
(GEOL 111): File Backup,20676,W08 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576531
(GEOL 111): File Backup,20676,W08 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576623
(GEOL 111): File Backup,20676,W09 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576629
(GEOL 111): File Backup,20676,W09 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576627
(GEOL 111): File Backup,20676,W09 Group Discussion: Mountain Belts,https://byui.instructure.com/courses/20676/assignments/576625
(GEOL 111): File Backup,20676,W09 GeoJournal: Anatomy of Mid-Ocean Ridges,https://byui.instructure.com/courses/20676/assignments/576529
(GEOL 111): File Backup,20676,W09 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576527
(GEOL 111): File Backup,20676,W09 Exam 3,https://byui.instructure.com/courses/20676/assignments/576511
(GEOL 111): File Backup,20676,W09 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576631
(GEOL 111): File Backup,20676,W10 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576637
(GEOL 111): File Backup,20676,W10 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576635
(GEOL 111): File Backup,20676,W10 Group Discussion: Mass Wasting Events,https://byui.instructure.com/courses/20676/assignments/576633
(GEOL 111): File Backup,20676,W10 GeoJournal: Find a Landslide,https://byui.instructure.com/courses/20676/assignments/576525
(GEOL 111): File Backup,20676,W10 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576523
(GEOL 111): File Backup,20676,W10 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576639
(GEOL 111): File Backup,20676,W11 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576645
(GEOL 111): File Backup,20676,W11 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576643
(GEOL 111): File Backup,20676,W11 Group Discussion: Changes in Glaciers,https://byui.instructure.com/courses/20676/assignments/576641
(GEOL 111): File Backup,20676,W11 GeoJournal: A Fictional Narrative,https://byui.instructure.com/courses/20676/assignments/576521
(GEOL 111): File Backup,20676,W11 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576519
(GEOL 111): File Backup,20676,W11 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576647
(GEOL 111): File Backup,20676,W12 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576653
(GEOL 111): File Backup,20676,W12 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576651
(GEOL 111): File Backup,20676,W12 Group Discussion: Coasts,https://byui.instructure.com/courses/20676/assignments/576649
(GEOL 111): File Backup,20676,W12 GeoJournal: Sediment Transportation,https://byui.instructure.com/courses/20676/assignments/576517
(GEOL 111): File Backup,20676,W12 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576515
(GEOL 111): File Backup,20676,W12 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576655
(GEOL 111): File Backup,20676,W13 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576661
(GEOL 111): File Backup,20676,W13 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576659
(GEOL 111): File Backup,20676,W13 GeoJournal: Personal Examples of Climate Change,https://byui.instructure.com/courses/20676/assignments/576513
(GEOL 111): File Backup,20676,W13 Project: Annotated Bibliography Research Presentation,https://byui.instructure.com/courses/20676/assignments/576663
(GEOL 111): File Backup,20676,W13 Group Discussion: Climate Change,https://byui.instructure.com/courses/20676/assignments/576657
(GEOL 111): File Backup,20676,W13 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576665
(GEOL 111): File Backup,20676,W14 Quiz: Knowledge Survey,https://byui.instructure.com/courses/20676/assignments/576503
(GEOL 111): File Backup,20676,W14 Final Exam,https://byui.instructure.com/courses/20676/assignments/576507
(GEOL 111): File Backup,20676,W14 GeoJournal: Final Submission,https://byui.instructure.com/courses/20676/assignments/576669
(GEOL 111): File Backup,20676,W14 Activity: Geological Observations,https://byui.instructure.com/courses/20676/assignments/576667
(GEOL 111): File Backup,20676,W01 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576565
(GEOL 111): File Backup,20676,W01 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576563
(GEOL 111): File Backup,20676,W01 GeoJournal: Geology In Your Life,https://byui.instructure.com/courses/20676/assignments/576559
(GEOL 111): File Backup,20676,W01 Quiz: Knowledge Survey,https://byui.instructure.com/courses/20676/assignments/576501
(GEOL 111): File Backup,20676,W01 Activity: Geological Observations,https://byui.instructure.com/courses/20676/assignments/576561
(GEOL 111): File Backup,20676,W01 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576567
(GEOL 111): File Backup,20676,W02 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576573
(GEOL 111): File Backup,20676,W02 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576571
(GEOL 111): File Backup,20676,W02 Group Discussion: Plate Tectonics Experiment,https://byui.instructure.com/courses/20676/assignments/576569
(GEOL 111): File Backup,20676,W02 GeoJournal: Plate Tectonics in the News,https://byui.instructure.com/courses/20676/assignments/576557
(GEOL 111): File Backup,20676,W02 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576555
(GEOL 111): File Backup,20676,W02 Reminder: Discussion Board Replies Copy,https://byui.instructure.com/courses/20676/assignments/576575
(GEOL 111): File Backup,20676,W03 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576581
(GEOL 111): File Backup,20676,W03 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576579
(GEOL 111): File Backup,20676,W03 Group Discussion: Identifying Minerals,https://byui.instructure.com/courses/20676/assignments/576577
(GEOL 111): File Backup,20676,W03 GeoJournal: Is it a Mineral?,https://byui.instructure.com/courses/20676/assignments/576553
(GEOL 111): File Backup,20676,W03 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576551
(GEOL 111): File Backup,20676,W03 Exam 1,https://byui.instructure.com/courses/20676/assignments/576509
(GEOL 111): File Backup,20676,W03 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576583
(GEOL 111): File Backup,20676,W04 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576589
(GEOL 111): File Backup,20676,W04 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576587
(GEOL 111): File Backup,20676,W04 GeoJournal: Volcanic Eruptions,https://byui.instructure.com/courses/20676/assignments/576549
(GEOL 111): File Backup,20676,W04 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576547
(GEOL 111): File Backup,20676,W04 Group Discussion: Volcanos,https://byui.instructure.com/courses/20676/assignments/576585
(GEOL 111): File Backup,20676,W04 Reminder: Discussion Board Replies Copy,https://byui.instructure.com/courses/20676/assignments/576591
(GEOL 111): File Backup,20676,W05 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576597
(GEOL 111): File Backup,20676,W05 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576595
(GEOL 111): File Backup,20676,W05 Group Discussion: Rock Cycle,https://byui.instructure.com/courses/20676/assignments/576593
(GEOL 111): File Backup,20676,W05 GeoJournal: Sedimentary Rocks,https://byui.instructure.com/courses/20676/assignments/576545
(GEOL 111): File Backup,20676,W05 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576543
(GEOL 111): File Backup,20676,W05 Mid-Semester Instructor Feedback,https://byui.instructure.com/courses/20676/assignments/576505
(GEOL 111): File Backup,20676,W05 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576599
(GEOL 111): File Backup,20676,W06 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576605
(GEOL 111): File Backup,20676,W06 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576603
(GEOL 111): File Backup,20676,W06 Group Discussion: Mountain Observations,https://byui.instructure.com/courses/20676/assignments/576601
(GEOL 111): File Backup,20676,W06 GeoJournal: Metamorphic Construction Materials,https://byui.instructure.com/courses/20676/assignments/576541
(GEOL 111): File Backup,20676,W06 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576539
(GEOL 111): File Backup,20676,W06 Exam 2,https://byui.instructure.com/courses/20676/assignments/576499
(GEOL 111): File Backup,20676,W06 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576607
(GEOL 111): File Backup,20676,W07 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576613
(GEOL 111): File Backup,20676,W07 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576611
(GEOL 111): File Backup,20676,W07 Group Discussion: A Geologic Time Scale,https://byui.instructure.com/courses/20676/assignments/576609
(GEOL 111): File Backup,20676,W07 GeoJournal: Science vs. Religion,https://byui.instructure.com/courses/20676/assignments/576537
(GEOL 111): File Backup,20676,W07 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576535
(GEOL 111): File Backup,20676,W07 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576615
(GEOL 111): File Backup,20676,W08 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576621
(GEOL 111): File Backup,20676,W08 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576619
(GEOL 111): File Backup,20676,W08 Group Discussion: Earthquakes,https://byui.instructure.com/courses/20676/assignments/576617
(GEOL 111): File Backup,20676,W08 GeoJournal: Earthquakes in Your Area,https://byui.instructure.com/courses/20676/assignments/576533
(GEOL 111): File Backup,20676,W08 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576531
(GEOL 111): File Backup,20676,W08 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576623
(GEOL 111): File Backup,20676,W09 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576629
(GEOL 111): File Backup,20676,W09 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576627
(GEOL 111): File Backup,20676,W09 Group Discussion: Mountain Belts,https://byui.instructure.com/courses/20676/assignments/576625
(GEOL 111): File Backup,20676,W09 GeoJournal: Anatomy of Mid-Ocean Ridges,https://byui.instructure.com/courses/20676/assignments/576529
(GEOL 111): File Backup,20676,W09 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576527
(GEOL 111): File Backup,20676,W09 Exam 3,https://byui.instructure.com/courses/20676/assignments/576511
(GEOL 111): File Backup,20676,W09 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576631
(GEOL 111): File Backup,20676,W10 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576637
(GEOL 111): File Backup,20676,W10 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576635
(GEOL 111): File Backup,20676,W10 Group Discussion: Mass Wasting Events,https://byui.instructure.com/courses/20676/assignments/576633
(GEOL 111): File Backup,20676,W10 GeoJournal: Find a Landslide,https://byui.instructure.com/courses/20676/assignments/576525
(GEOL 111): File Backup,20676,W10 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576523
(GEOL 111): File Backup,20676,W10 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576639
(GEOL 111): File Backup,20676,W11 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576645
(GEOL 111): File Backup,20676,W11 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576643
(GEOL 111): File Backup,20676,W11 Group Discussion: Changes in Glaciers,https://byui.instructure.com/courses/20676/assignments/576641
(GEOL 111): File Backup,20676,W11 GeoJournal: A Fictional Narrative,https://byui.instructure.com/courses/20676/assignments/576521
(GEOL 111): File Backup,20676,W11 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576519
(GEOL 111): File Backup,20676,W11 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576647
(GEOL 111): File Backup,20676,W12 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576653
(GEOL 111): File Backup,20676,W12 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576651
(GEOL 111): File Backup,20676,W12 Group Discussion: Coasts,https://byui.instructure.com/courses/20676/assignments/576649
(GEOL 111): File Backup,20676,W12 GeoJournal: Sediment Transportation,https://byui.instructure.com/courses/20676/assignments/576517
(GEOL 111): File Backup,20676,W12 Project: Annotated Bibliography Entry,https://byui.instructure.com/courses/20676/assignments/576515
(GEOL 111): File Backup,20676,W12 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576655
(GEOL 111): File Backup,20676,W13 MasteringGeology: Prepare Quiz,https://byui.instructure.com/courses/20676/assignments/576661
(GEOL 111): File Backup,20676,W13 MasteringGeology: Coaching Activity,https://byui.instructure.com/courses/20676/assignments/576659
(GEOL 111): File Backup,20676,W13 GeoJournal: Personal Examples of Climate Change,https://byui.instructure.com/courses/20676/assignments/576513
(GEOL 111): File Backup,20676,W13 Project: Annotated Bibliography Research Presentation,https://byui.instructure.com/courses/20676/assignments/576663
(GEOL 111): File Backup,20676,W13 Group Discussion: Climate Change,https://byui.instructure.com/courses/20676/assignments/576657
(GEOL 111): File Backup,20676,W13 Reminder: Discussion Board Replies,https://byui.instructure.com/courses/20676/assignments/576665
(GEOL 111): File Backup,20676,W14 Quiz: Knowledge Survey,https://byui.instructure.com/courses/20676/assignments/576503
(GEOL 111): File Backup,20676,W14 Final Exam,https://byui.instructure.com/courses/20676/assignments/576507
(GEOL 111): File Backup,20676,W14 GeoJournal: Final Submission,https://byui.instructure.com/courses/20676/assignments/576669
(GEOL 111): File Backup,20676,W14 Activity: Geological Observations,https://byui.instructure.com/courses/20676/assignments/576667
Survey of Accounting (Online Master),11296,W01 Quiz: Syllabus,https://byui.instructure.com/courses/11296/assignments/194994
Survey of Accounting (Online Master),11296,W01 Discussion: Meeting Your Classmates,https://byui.instructure.com/courses/11296/assignments/194976
Survey of Accounting (Online Master),11296,W02 Discussion: Introduction to Accounting,https://byui.instructure.com/courses/11296/assignments/194977
Survey of Accounting (Online Master),11296,W02 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/259089
Survey of Accounting (Online Master),11296,W02 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/259090
Survey of Accounting (Online Master),11296,W02 Reading & Quiz: Chapter 1,https://byui.instructure.com/courses/11296/assignments/194996
Survey of Accounting (Online Master),11296,W03 Reading & Quiz: Chapter 2,https://byui.instructure.com/courses/11296/assignments/194995
Survey of Accounting (Online Master),11296,W03 Discussion: Accrual vs. Cash Accounting,https://byui.instructure.com/courses/11296/assignments/194978
Survey of Accounting (Online Master),11296,W03 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260223
Survey of Accounting (Online Master),11296,W03 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260224
Survey of Accounting (Online Master),11296,W03 Exam 1,https://byui.instructure.com/courses/11296/assignments/260225
Survey of Accounting (Online Master),11296,W04 Reading & Quiz: Chapter 3,https://byui.instructure.com/courses/11296/assignments/194997
Survey of Accounting (Online Master),11296,W04 Discussion: Merchandising Business Accounting,https://byui.instructure.com/courses/11296/assignments/239886
Survey of Accounting (Online Master),11296,W04 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260226
Survey of Accounting (Online Master),11296,W04 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260227
Survey of Accounting (Online Master),11296,W05 Reading & Quiz: Chapter 6,https://byui.instructure.com/courses/11296/assignments/194998
Survey of Accounting (Online Master),11296,W05 Discussion: Accounting for Long-Term Assets,https://byui.instructure.com/courses/11296/assignments/248749
Survey of Accounting (Online Master),11296,W05 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260228
Survey of Accounting (Online Master),11296,W05 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260229
Survey of Accounting (Online Master),11296,W05 Exam 2,https://byui.instructure.com/courses/11296/assignments/260230
Survey of Accounting (Online Master),11296,W05 Mid-Semester Instructor Feedback,https://byui.instructure.com/courses/11296/assignments/481747
Survey of Accounting (Online Master),11296,W06 Reading & Quiz: Chapter 7,https://byui.instructure.com/courses/11296/assignments/194999
Survey of Accounting (Online Master),11296,W06 Discussion: Accounting for Liabilities,https://byui.instructure.com/courses/11296/assignments/194981
Survey of Accounting (Online Master),11296,W06 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260342
Survey of Accounting (Online Master),11296,W06 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260343
Survey of Accounting (Online Master),11296,W07 Reading & Quiz: Chapter 8,https://byui.instructure.com/courses/11296/assignments/195000
Survey of Accounting (Online Master),11296,W07 Discussion: Types of Ownership,https://byui.instructure.com/courses/11296/assignments/194982
Survey of Accounting (Online Master),11296,W07 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260344
Survey of Accounting (Online Master),11296,W07 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260345
Survey of Accounting (Online Master),11296,W08  Reading & Quiz: Chapter 9,https://byui.instructure.com/courses/11296/assignments/195001
Survey of Accounting (Online Master),11296,W08 Discussion: Financial Statement Analysis,https://byui.instructure.com/courses/11296/assignments/194983
Survey of Accounting (Online Master),11296,W08 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260496
Survey of Accounting (Online Master),11296,W08 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260497
Survey of Accounting (Online Master),11296,W08 Exam 3,https://byui.instructure.com/courses/11296/assignments/260537
Survey of Accounting (Online Master),11296,W09 Project: Monopoly,https://byui.instructure.com/courses/11296/assignments/228110
Survey of Accounting (Online Master),11296,W10 Reading & Quiz: Chapter 10,https://byui.instructure.com/courses/11296/assignments/195002
Survey of Accounting (Online Master),11296,W10 Discussion: Introduction to Managerial Accounting,https://byui.instructure.com/courses/11296/assignments/194984
Survey of Accounting (Online Master),11296,W10 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260538
Survey of Accounting (Online Master),11296,W10 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260539
Survey of Accounting (Online Master),11296,W11 Reading & Quiz: Chapter 11,https://byui.instructure.com/courses/11296/assignments/195003
Survey of Accounting (Online Master),11296,W11 Discussion: Cost Behavior,https://byui.instructure.com/courses/11296/assignments/194985
Survey of Accounting (Online Master),11296,W11 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260540
Survey of Accounting (Online Master),11296,W11 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260542
Survey of Accounting (Online Master),11296,W11 Exam 4,https://byui.instructure.com/courses/11296/assignments/260541
Survey of Accounting (Online Master),11296,W12 Reading & Quiz: Chapter 13,https://byui.instructure.com/courses/11296/assignments/195004
Survey of Accounting (Online Master),11296,W12 Discussion: Relevant Cost Decision Making Model,https://byui.instructure.com/courses/11296/assignments/194986
Survey of Accounting (Online Master),11296,W12 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260579
Survey of Accounting (Online Master),11296,W12 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260580
Survey of Accounting (Online Master),11296,W12 End-of-Semester Instructor Feedback,https://byui.instructure.com/courses/11296/assignments/481775
Survey of Accounting (Online Master),11296,W13 Reading & Quiz: Chapter 14,https://byui.instructure.com/courses/11296/assignments/195005
Survey of Accounting (Online Master),11296,W13 Discussion: Planning for Profit and Cost Control,https://byui.instructure.com/courses/11296/assignments/194987
Survey of Accounting (Online Master),11296,W13 Homework: Assignment 1,https://byui.instructure.com/courses/11296/assignments/260581
Survey of Accounting (Online Master),11296,W13 Homework: Assignment 2,https://byui.instructure.com/courses/11296/assignments/260584
Survey of Accounting (Online Master),11296,W14 Final Project,https://byui.instructure.com/courses/11296/assignments/260582
Survey of Accounting (Online Master),11296,W14 Final Exam,https://byui.instructure.com/courses/11296/assignments/260583
Financial Accounting (Online Master),11731,W02 Study: Ch. 1 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381803
Financial Accounting (Online Master),11731,W03 Study: Ch. 2 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381823
Financial Accounting (Online Master),11731,W04 Study: Ch. 3 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381827
Financial Accounting (Online Master),11731,W05 Study: Ch. 4 Required Self-Study ,https://byui.instructure.com/courses/11731/assignments/381829
Financial Accounting (Online Master),11731,W06 Study: Ch. 5 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381851
Financial Accounting (Online Master),11731,W07 Study: Ch. 6 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381847
Financial Accounting (Online Master),11731,W08 Study: Ch. 7 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381831
Financial Accounting (Online Master),11731,W09 Study: Ch. 8 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381837
Financial Accounting (Online Master),11731,W10 Study: Ch. 9 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/382175
Financial Accounting (Online Master),11731,W11 Study: Ch. 10 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381833
Financial Accounting (Online Master),11731,W12 Study: Ch. 11 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381835
Financial Accounting (Online Master),11731,W13 Study: Ch. 12 Required Self-Study,https://byui.instructure.com/courses/11731/assignments/381853
